rank,uri,artist_names,track_name,source,peak_rank,weeks_on_chart,streams,country
11,spotify:track:3cGYbsm5YpNMSSyUjTvlzw,Hawk X ORFEAS,Blue Iguana,Above The Hood,1,9,438762,Grèce
12,spotify:track:4sxGfvOp87HOquZ1kvU8oP,Thug Slime Fy Tania Breazou,Mesa Sou,Capital Music,3,5,432759,Grèce
13,spotify:track:43JJzQyaFjUpGkgLyUlTml,Fy RICTA,Pempth Vrady,Capital Music,13,2,395665,Grèce
14,spotify:track:5bTMHSl3hGjMfbMMig1E3L,Eleni Foureira Display,Kolima,Panik Records,12,3,385162,Grèce
15,spotify:track:4R2e2aZ1oHB2kZkJTKJtCY,RACK BeTaf Beats Beyond,WKEANOUS,Barcode Entertainment,15,1,384792,Grèce
16,spotify:track:4HrtkH6VWOqrstEi1psSux,Kidd MUNEYLXRD Fullife,KAPOTE,Black Money Records,1,18,348888,Grèce
17,spotify:track:23RoR84KodL5HWvUTneQ1w,Peggy Gou,(It Goes Like) Nanana - Edit,XL Recordings,17,6,343262,Grèce
18,spotify:track:5QMcZ256rMttUyBSfbsGz7,Oge SNIK VLOSPA,Loco,Minos - EMI SA Distribution Deals,2,3,333719,Grèce
19,spotify:track:2FDTHlrBguDzQkp7PVj16Q,Dave Central Cee,Sprinter,Neighbourhood / Live Yours,13,8,323962,Grèce
20,spotify:track:5Cdw9RPhNTGcZSkJvt9WOc,RACK BeTaf Beats Beyond Oge,GIORTES,Barcode Entertainment,5,14,313870,Grèce
21,spotify:track:1eg1H5tIOsHvrBtTKGbfBp,Ivan Greko,NAI,Black Phone Entertainment,8,6,303471,Grèce
22,spotify:track:4DyqFlqBL6lu9Ouq7kgnOO,Immune RACK Chico Beatz,Drop,Barcode Entertainment,13,4,302877,Grèce
23,spotify:track:2ILpP6nlR7QndbxtzLbZ7K,Anastasia,Simadi,Minos - EMI SA Distribution Deals,17,6,291975,Grèce
24,spotify:track:249Ccx4Udp9bMug0T505Vx,Trannos,Tik Tak,Capital Music,1,25,276525,Grèce
25,spotify:track:1bPzfHjRXPvoyWaL5ZOmZE,Mente Fuerte RACK Beyond,Oulala,OffBeat Records,1,24,270482,Grèce
26,spotify:track:7etssWv7DrxlUkrVQhWslJ,Wang DJ Cron Mateos Nps,De Me Ksereis Kala,Wang,13,6,263548,Grèce
27,spotify:track:6wpj0XOOx9rJkoNYCv2d7i,Saske SIDARTA Ramoon,ENA VRADI,OffBeat Records,2,17,258047,Grèce
28,spotify:track:63PqGAY21mwicj9y7XUowN,Roi 6/12 Trannos,SAMA,Minos - EMI SA Distribution Deals,9,6,251225,Grèce
29,spotify:track:1ZUEvvu34Oc2i2PuA6EitL,Eleni Foureira Mc Daddy,Oh Mami,Panik Records,22,10,244494,Grèce
30,spotify:track:3qbFPHgr08BxwBKVNQOWjJ,Saske Ramoon,MI TESORO,OffBeat Records,25,4,235068,Grèce
31,spotify:track:0TsD4iSubzoyfG0RcfWIHR,Sigma SIDARTA,MAYA,OffBeat Records,12,5,228784,Grèce
32,spotify:track:2ZTxf5fvD1tXEEyjUcYxN1,LILA Beyond Sin Laurent,ATOUTALER,Barcode Entertainment,32,2,228201,Grèce
33,spotify:track:2Z165nc2FmSVJzzkqCskpT,SIDARTA,PAPAGOU,OffBeat Records,1,13,227647,Grèce
34,spotify:track:4uytPup7KIRhUZasViPFDr,Ivan Greko,Mia Gineka,Black Phone Entertainment,2,15,226728,Grèce
35,spotify:track:36eKhbZ5KaCBuBX2IL9ujN,Dani Gambino Dj The Boy,CASTELLANO,Elite Musik,5,19,220622,Grèce
36,spotify:track:694UiXH6DeULMFk7WHUgEj,Trannos,Caramela,Capital Music,5,9,218412,Grèce
37,spotify:track:15q58chZS9QVCKQXz9lRkJ,Jitano Light Kidd,Shut Up,Capital Music,12,5,214850,Grèce
38,spotify:track:45YWebKLhmd2q2dXPPhvrI,RACK Sin Laurent,NAPOLI,Barcode Entertainment,1,27,208348,Grèce
39,spotify:track:0x5Hm39QiesbuyVYdJG7pB,FLY LO Mike G,Kokkina Mple,Minos - EMI SA Distribution Deals,1,13,202339,Grèce
40,spotify:track:50M9lYnMrR0392Q8gH06hm,Light,Gennaro,Capital Music,1,14,201815,Grèce
41,spotify:track:5PsPKwp74Goyq3nvgehsiy,RICTA DJ.Silence,PELATES,City Center,9,14,196039,Grèce
42,spotify:track:5e8JV9r2vKrbebUQMRpBCy,Ioulia Kallimani Michael Touratzidis,7/7,Panik Platinum under exclusive license from Michael Touratzidis,37,18,193100,Grèce
43,spotify:track:6y9u6j2wCh0Iq5Y128F6Oj,Konstantinos Argiros,Elpida,Panik Platinum,4,19,190415,Grèce
44,spotify:track:5L3ecxQnQ9qTBmnLQiwf0C,Travis Scott Bad Bunny The Weeknd,K-POP,Cactus Jack/Epic,44,1,189280,Grèce
45,spotify:track:09vYLUMM3T0Ewf1oqQHsr0,Dani Gambino Wang Dj The Boy,NEOI STO NOSOKOMEIO,Elite Musik,1,19,188681,Grèce
46,spotify:track:0wSr8ysRGt83Z58ilyhWdD,SIDARTA Beyond,MYSTIKA,OffBeat Records,3,21,186110,Grèce
47,spotify:track:57eHxCRw03YM7xv5YLY0I6,Bloody Hawk,Mahalas,Minos - EMI SA Distribution Deals,12,10,182822,Grèce
48,spotify:track:2eS6fdksuCn96wuWTKzrfc,TOQUEL Beyond,PROSOPIKA FREESTYLE,Minos - EMI SA Distribution Deals,8,6,178012,Grèce
49,spotify:track:7k1eAeEvBo49rHcUwRuZbU,Lava ROPEX LATERIO Paris Kalpos,Oneiro,Balkans Records,14,14,177301,Grèce
50,spotify:track:6VNhk4EzjAg0yZNZPXbW43,Alecc Ggreco,Loco,Minos - EMI SA Distribution Deals,26,5,175347,Grèce
51,spotify:track:1O4LjNjQxnzqECfTKGkko6,SNIK,Erotas,Minos - EMI SA Distribution Deals,1,53,174005,Grèce
52,spotify:track:1OGTkqFF8EmYZvDLuHAXsw,RACK Beyond,AMOR,Barcode Entertainment,5,54,172360,Grèce
53,spotify:track:2oAoWaGzQeq8JMywmukQ8J,Hawk Baghdad,CELINE,Above The Hood,1,62,166738,Grèce
54,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,Gunna,fukumean,300 Entertainment,54,4,165661,Grèce
55,spotify:track:2QDibAx72jveQXPBXOKjx2,Light Trannos,24hrs,Capital Music,1,59,157554,Grèce
56,spotify:track:29kTgA9pGo9RYwhED65ZrS,Light Fy Trannos,Obsessed,Capital Music,2,56,156891,Grèce
57,spotify:track:09u3uU5KzkdsoUTDeBF10J,Bloody Hawk,An Apopse Figo,Minos - EMI SA Distribution Deals,8,10,156248,Grèce
58,spotify:track:0C11SdO6nuqHDx230fZ2Gh,SIDARTA Saske Beyond,MEDITERRANEAN,OffBeat Records,1,60,153713,Grèce
59,spotify:track:0OyiXp4CdjqOYDSpzgfEx7,RACK Oge MENJU,FAVELA,Barcode Entertainment,1,54,149849,Grèce
60,spotify:track:6YfzfBiC4dpF5yv63QcLCY,TOQUEL,Skoni,Minos - EMI SA Distribution Deals,8,61,145521,Grèce
61,spotify:track:6WzRpISELf3YglGAh7TXcG,The Weeknd Playboi Carti Madonna,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,XO / Republic Records,61,8,144222,Grèce
62,spotify:track:2SsaxxtqBdweyrZew2O6Ej,Christina Salti,Parallili Agapi,Panik Platinum,40,23,140145,Grèce
63,spotify:track:5rrbMbJK3LGzQ6B25aBD2r,SIDARTA Beyond,PSEMA,OffBeat Records,1,37,134377,Grèce
64,spotify:track:6v2gIAboWrPhk78CyHwa6L,Wang Night Grind,High Class,Wang,11,7,134371,Grèce
65,spotify:track:49gmgcrQp7nozLlmYue3Du,ZAF,Pes,Panik Records,15,12,134095,Grèce
66,spotify:track:0yHkbTORVndswYARPdzteN,SNIK Ivan Greko BeTaf Beats,Gaza,Minos - EMI SA Distribution Deals,2,41,132483,Grèce
67,spotify:track:6BD0v9IBfEGUkEDutrD9sF,SIDARTA Sigma,KATOSTARI,OffBeat Records,1,23,127869,Grèce
68,spotify:track:2cXQUlkrLVrfxOJe6wjhJb,SIDARTA,ERIMO,OffBeat Records,1,44,126052,Grèce
69,spotify:track:77S1MD14JNFGwTVlr1NLTh,Wang,Idrogeios,Wang,5,22,124074,Grèce
70,spotify:track:7x9aauaA9cu6tyfpHnqDLo,Jung Kook Latto,Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,61,2,122649,Grèce
71,spotify:track:2czUL73B83n4VfVeBEfXCs,SIDARTA Beyond,AKOMI,OffBeat Records,3,55,121872,Grèce
72,spotify:track:24Zq6jOHkjoPOQn42ZyRJs,RACK MENJU Oge,Dancer,Barcode Entertainment,3,40,120617,Grèce
73,spotify:track:0VrbDCt9iX26mVzzboNRud,Antonis Remos Mente Fuerte,Poso Thelo,Panik Records,42,4,120566,Grèce
74,spotify:track:2FCqyniLVmMNQ5IrUkjd8e,VLOSPA LEX Oge,Mesanyxta,Minos - EMI SA Distribution Deals,10,12,120354,Grèce
75,spotify:track:5ML6jm5sL3YNgCNvq1CNDC,Anastasia,Mystiko,Minos - EMI SA Distribution Deals,6,36,115300,Grèce
76,spotify:track:1MD67DskmJhSXmuHe8p7Wt,Wang Mateos Nps,Gia Panta,Wang,5,24,114513,Grèce
77,spotify:track:61BaxNqs8df4B4Vtndb9DE,Mad Clip Light Skive,Nani,Mad Clip,1,65,114329,Grèce
78,spotify:track:2WmQtBy5wG8rdeqYhwljNK,Roi 6/12 TOQUEL,Forema,Minos - EMI SA Distribution Deals,2,43,113417,Grèce
79,spotify:track:3KbsHO7QNkczE8Rz66y3ks,Kings Despina Vandi,Ya Habibi,Panik Records,47,17,110387,Grèce
80,spotify:track:5j2qq0EBEAceOdff92l4qZ,TOQUEL,Beverly Hills,Minos - EMI SA Distribution Deals,3,63,109813,Grèce
81,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,59,65,109788,Grèce
82,spotify:track:0hVl1Eb02SNnTHSgrlhBm7,RACK Saske,NASA,Barcode Entertainment,1,112,109583,Grèce
83,spotify:track:2sDBHUqdTjolmr3FKTaiNK,Marina Satti,TUCUTUM,Minos - EMI SA Distribution Deals,83,4,109422,Grèce
84,spotify:track:40lIiCUnIwQZy6Xe7YQRCk,Anastasia,Mi Milas,Minos - EMI SA Distribution Deals,14,17,109045,Grèce
85,spotify:track:46dgrkhAaXe9VELYpS7D8A,SIDARTA Saske,GIA MENA,OffBeat Records,6,9,108303,Grèce
86,spotify:track:0qQiT7KDAZGP1WdkWvqNah,TOQUEL Sin Laurent,Platina,Minos - EMI SA Distribution Deals,5,61,108124,Grèce
87,spotify:track:3oLk5zKhxczGaUhLbKrFaT,Dani Gambino Dj The Boy,KNOCK KNOCK,Elite Musik,6,19,107729,Grèce
88,spotify:track:2kjTMJ3xhCjZlAZ7OR9wki,Melisses,30-40,Panik Records,75,11,106830,Grèce
89,spotify:track:02tWHxp6srYncEZjbDXur4,FLY LO Mike G,Machete,Minos - EMI SA Distribution Deals,6,13,106355,Grèce
90,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,Metro Boomin The Weeknd 21 Savage,Creepin' (with The Weeknd & 21 Savage),Republic Records,1,34,106049,Grèce
91,spotify:track:4nFfyMaiHtD1KL1W7QaD8y,FLY LO Stanley,El Paso,Minos - EMI SA Distribution Deals,13,13,105522,Grèce
92,spotify:track:0PUzUn6NlCsVeomsUg9SKx,TOQUEL SIDARTA Beyond,Palmous,Minos - EMI SA Distribution Deals,11,61,105349,Grèce
93,spotify:track:3VDRhvxmkGrRzJUl97aCvw,Giorgos Kakosaios,Kane Mas Ti Hari,Panik Records,74,43,103779,Grèce
94,spotify:track:26vuGJr1z5zEjBCvTXWxjW,RICTA,ZORA,City Center,11,11,103611,Grèce
95,spotify:track:0v4BTk3Vlhmfduww4WFOwA,SIDARTA Beyond,ADRENALINA,OffBeat Records,4,50,103606,Grèce
96,spotify:track:55zVE1dJmVjfl7KEUtopYE,RZON RACK Edo Fendy Ledri Vula,Bombay,Fole Publishing,87,2,103263,Grèce
97,spotify:track:4zW19Z4IVfpLEsrTSCXiS8,Logos Timis Eleuthero Pneuma Koraki Sativa Tokesick,Fotia,Logos Timis,18,10,103064,Grèce
98,spotify:track:3GKShHi6IKb89UlxpDBxO0,Dani Gambino Dj The Boy,SIMPLOKES,Elite Musik,3,19,101661,Grèce
99,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,99,1,101482,Grèce
100,spotify:track:72bjMYZpSvvqReSTN0UakQ,Sigma,AGAPI,OffBeat Records,13,19,101171,Grèce
101,spotify:track:741UUVE2kuITl0c6zuqqbO,Nicki Minaj Ice Spice Aqua,Barbie World (with Aqua) [From Barbie The Album],Atlantic Records,101,1,100135,Grèce
102,spotify:track:3gMkuoFyby1uUf7rR7y8Km,Konstantinos Argiros Light,Iliovasilema - (Part 2 - Fos),Panik Platinum,5,65,98554,Grèce
103,spotify:track:4sltRhFlzu0BwXq9OUnwSG,ZAF Christos Mastoras,Pes,Panik Records,85,5,96791,Grèce
104,spotify:track:0mBpzm8OfmBouihZ54biML,TOQUEL ObieDaz,Kokaina,Minos - EMI SA Distribution Deals,1,115,96474,Grèce
105,spotify:track:1oa2VjfQHY3jOMhr4INBOf,Eleni Foureira Hawk,Aya,Panik Records,20,60,95698,Grèce
106,spotify:track:3kT7DwQt6A9xr6jXpHL4O8,Trannos Josephine,Tik Tak - Mad VMA Version,Panik Records,55,3,95260,Grèce
107,spotify:track:5btENPtD4TAjRGkC4IXafe,Light Melisses Skive,Epiloges,Capital Music,1,56,93013,Grèce
108,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,108,2,91648,Grèce
109,spotify:track:4uUG5RXrOk84mYEfFvj3cK,David Guetta Bebe Rexha,I'm Good (Blue),Parlophone UK,24,48,91563,Grèce
110,spotify:track:3DbiL7GTCopFHk9t9qpDut,Leaderbrain RICTA,Latina,BlackBandana,1,103,91216,Grèce
111,spotify:track:3k79jB4aGmMDUQzEwa46Rz,Olivia Rodrigo,vampire,Olivia Rodrigo PS,55,4,90218,Grèce
112,spotify:track:3n348I4uE5GZ3tprVdqzPO,Baby Gang Bobo Morad,Casablanca (feat. Morad),WM Italy,60,21,90144,Grèce
113,spotify:track:27GSRTfL7fEnLAEr3fB5YX,Saske Beyond,PADOU,OffBeat Records,2,77,89594,Grèce
114,spotify:track:4flEhVBtJQoedtQmWTRam6,Giorgos Kakosaios,Min Tis Peite,Panik Records,114,19,89508,Grèce
115,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,Miserable Music Group LLC,81,15,89304,Grèce
116,spotify:track:4YysyLjz6SRP3GrHErygST,Giorgos Sabanis,Mono Me Sena,Cobalt Music - Helladisc S.A. (GR),38,13,89256,Grèce
117,spotify:track:729Ne1ELu7rgfg0izCWIMV,Dani Gambino Dj The Boy,CAPITANO,Elite Musik,10,19,88956,Grèce
118,spotify:track:0oTlIKCkZIoDlNR6TMZsGn,Joezi Coco Pape Diouf,7 Seconds,Madorasindahouse Records,118,3,87894,Grèce
119,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,119,1,87174,Grèce
120,spotify:track:1bQGzQGGybgdEVkRIcHx1O,Bloody Hawk Dani Gambino,Istories,Minos - EMI SA Distribution Deals,24,10,85475,Grèce
121,spotify:track:1NbNd5S1u0RZe1BJeK4psy,Sin Boy ROPEX LATERIO,Alios,Alphapop Network,54,3,84380,Grèce
122,spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,Swedish House Mafia The Weeknd,Moth To A Flame (with The Weeknd),Republic Records,13,90,84271,Grèce
123,spotify:track:3Ih2cQKuXvsKOFlhZAnBDW,Melisses,Crayon,Panik Records,23,35,83885,Grèce
124,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,3,69,83282,Grèce
125,spotify:track:2AnS79agFiksGX85ML5T5r,Fy Ricky Rich,Habibi (feat. Ricky Rich) - Greek Remix,WM Germany,3,23,83277,Grèce
126,spotify:track:5uKsIyOxbFPop0sZ7LmI9J,Eleni Foureira Mente Fuerte Fy Trannos Bobito Ayman,El Telephone - Remix,Panik Records,2,40,82871,Grèce
127,spotify:track:7aLJEs61TIk5SYLuRNKnXl,DAMIAN Paris Kalpos,Tika Taka TikTok,Balkans Records,116,2,82496,Grèce
128,spotify:track:6V4a5dYuyuonpICcYJ3j8S,Dani Gambino Bloody Hawk Dj The Boy,SARANTARIA,Elite Musik,8,19,82068,Grèce
129,spotify:track:5Tbuk8Mr01Y53EWmrM7D4r,RACK,UNIQUE,Barcode Entertainment,4,36,81904,Grèce
130,spotify:track:6A6D6dGQC3Wn0qYeed2ioG,Anastasia,Ligo Ligo,Minos - EMI SA Distribution Deals,4,60,80909,Grèce
131,spotify:track:4ewhPnjVBPYE5Mgc55dJ39,Fy,Aroma,Capital Music,3,132,80279,Grèce
132,spotify:track:5aQoNwVTwlr4rFSFZonGxA,Beats Pliz LEX,Eftihismenes Imeres In C Minor,Minos - EMI SA Distribution Deals,6,14,79793,Grèce
133,spotify:track:7raprblR3NfeuiV72Lz5Il,Mad Clip Eleni Foureira Skive,Mporei,Panik Records,2,115,79299,Grèce
134,spotify:track:36ghpxkRlgc4Y3i1gdsS88,Strat,ARMANI,Black Phone Entertainment,19,7,79244,Grèce
135,spotify:track:73KYTCSbVlj5E02qWj8DPF,TOQUEL,Sandra,Minos - EMI SA Distribution Deals,5,187,77237,Grèce
136,spotify:track:3BR2NAfPKrRaDPZ1SgIegf,RICTA DJ.Silence,FUCK DA POLICE,City Center,3,27,77048,Grèce
137,spotify:track:4DSo441QlL3dns2EYOMWPc,FLY LO Mike G,Zoro,Minos - EMI SA Distribution Deals,5,13,76930,Grèce
138,spotify:track:3LtpKP5abr2qqjunvjlX5i,Central Cee,Doja,Central Cee,19,44,76475,Grèce
139,spotify:track:6aUkRVhgVCrueotO6AQyeH,Anastasia,Amarties,Minos - EMI SA Distribution Deals,2,80,76068,Grèce
140,spotify:track:6CNAa7Ff1USEJvxxfxVTvd,Block 93 Sp93 Tanto mi368,Only The Fam,Capital Music,60,5,76034,Grèce
141,spotify:track:3N2iBFazoTUIvgcqu2PdDZ,Trannos Eleni Foureira,Egw & Esy,Panik Records,1,50,75884,Grèce
142,spotify:track:2jDdUNCb3Q1hRtXmtZsGdW,Trannos Thodoris Verlis,Dubai,Capital Music,13,11,75850,Grèce
143,spotify:track:3WxwtLjNVxdOzWISisDh8B,Bloody Hawk Wang,KVL,Minos - EMI SA Distribution Deals,15,10,74779,Grèce
144,spotify:track:1IPktlKE1ozrXfM017xpbZ,Dani Gambino Wang Dj The Boy,1000 Kosmoi,Elite Musik,27,80,74332,Grèce
145,spotify:track:3jP6Yx6d8608AU4aIRJsE2,Kings Fy Mc Daddy,Macarena,Panik Records,6,42,73537,Grèce
146,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,28,73170,Grèce
147,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,Metro Boomin Future Don Toliver,Too Many Nights (feat. Don Toliver & with Future),Republic Records,35,34,72577,Grèce
148,spotify:track:76Ed6NIq5ZxpUKtPsg4DBe,TOQUEL,777,Minos - EMI SA Distribution Deals,9,97,72544,Grèce
149,spotify:track:3aRUsAzn93SVRKqI3UXev9,RICTA DJ.Silence,BLESSED,City Center,12,11,72513,Grèce
150,spotify:track:7MXVkk9YMctZqd1Srtv4MB,The Weeknd Daft Punk,Starboy,Universal Republic Records,1,162,72502,Grèce
151,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,Domino Recording Co,85,138,71888,Grèce
152,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,92,5,71772,Grèce
153,spotify:track:2Vm1AL0pK6UIvNEiIBxsj0,City Center RICTA,EMMONH,City Center,2,43,71731,Grèce
154,spotify:track:7bLtwKjbRujiAaEyTZ6YvT,Dani Gambino Dj The Boy,PATITI,Elite Musik,13,19,71730,Grèce
155,spotify:track:3BKD1PwArikchz2Zrlp1qi,David Guetta Anne-Marie Coi Leray,Baby Don't Hurt Me,Parlophone UK,155,4,71407,Grèce
156,spotify:track:1m8x2o2uRMgsmwGvQVx70s,FLY LO Mike G,Larry Hoover,Minos - EMI SA Distribution Deals,2,27,70623,Grèce
157,spotify:track:21xcnEC8ZIr8nTtI8xyDeS,TOQUEL Sin Laurent,Panorama,Minos - EMI SA Distribution Deals,1,61,70599,Grèce
158,spotify:track:086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,Domino Recording Co,84,34,70306,Grèce
159,spotify:track:4hezVmkrGqtdOmlGGgha0I,?ako,Etoimase Mia Efchi,Manteio,148,16,70241,Grèce
160,spotify:track:7I6fZpYaW9BjlXJEKFL1Su,RACK BretBeats Beyond,DEN EIMAI DIKOS SOU,Barcode Entertainment,4,54,70231,Grèce
161,spotify:track:3OGv5aAfxKGmkstUtsfFUC,LEX Dof Twogee,Air Max,Lex,4,63,69377,Grèce
162,spotify:track:45F9bX6w7mfa4uTDyQtAOu,RICTA Hawk,CC GIRL,City Center,15,11,68944,Grèce
163,spotify:track:5YT0slA5sVnH8cwiJcpgx0,Raps On The Run Wang Electabaz,Atlanta,Raps On The Run,25,28,68876,Grèce
164,spotify:track:6yAXu55A4UpzZkaVd22Dot,Hawk Baghdad,Trapstars,Above The Hood,16,9,68808,Grèce
165,spotify:track:7hVXZVcmpcHq1DJ05dnFZK,SNIK RACK,NANA,Minos - EMI SA Distribution Deals,1,81,68439,Grèce
166,spotify:track:0Az2D1ByNU09je0ZtzDcHm,Mad Clip Hawk Light Sapranov,XILIOMETRA,Above The Hood / Stay Independent,1,148,67868,Grèce
167,spotify:track:23CWLUgLmudPgbslm1IFKc,Ypo Grend Kid,Boomm,Minos - EMI SA Distribution Deals,167,1,67392,Grèce
168,spotify:track:5vKnUuW06wOfaokyWczb5J,Anastasia,Akropoli,Minos - EMI SA Distribution Deals,120,5,67250,Grèce
169,spotify:track:3MM4G1uA3cscvcGkbT3XZW,Beats Pliz Wang,Memento Vivere In F Minor,Minos - EMI SA Distribution Deals,7,14,67230,Grèce
170,spotify:track:3wjl3uPGckJUAeI5cRG0bZ,Mente Fuerte Hawk Baghdad,Caliente,OffBeat Records,1,152,66640,Grèce
171,spotify:track:5ID6E2o3NT1ABFjPquS30r,Hawk X ORFEAS,Karma,Above The Hood,9,9,66551,Grèce
172,spotify:track:3IhM5Mber8KA0NaRNpK2px,Tiësto,Lay Low,Atlantic Records,143,8,66378,Grèce
173,spotify:track:2jeuoMQB17m1KOMR7EiG9m,Wang,Meine Gia Ligo,Wang,58,33,66197,Grèce
174,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Tattoo,Universal Music AB,14,14,65945,Grèce
175,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,Universal Republic Records,60,61,65562,Grèce
176,spotify:track:2u3kkvRqcYi56BNXEX6hri,Light Alitiz,Drive By,Capital Music,3,24,65520,Grèce
177,spotify:track:7aodZPQpAaQrVA6cv9JXru,Dani Gambino Dj The Boy,ZULU,Elite Musik,9,60,65383,Grèce
178,spotify:track:4zN21mbAuaD0WqtmaTZZeP,James Hype Miggy Dela Rosa,Ferrari,Universal-Island Records Ltd.,50,35,65236,Grèce
179,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,133,52,65156,Grèce
180,spotify:track:3aMmyk82Hs36APmNoEM0ZJ,Mad Clip,Sinthikes,Mad Clip,57,53,64888,Grèce
181,spotify:track:7cZoFeauyfBUX1rDWmaJ9Y,Josephine,Berdemata,Panik Records,153,4,64786,Grèce
182,spotify:track:78nfY5wYgSi0wiJYTGvB1E,Bossikan Chico Beatz,Karatia,Minos - EMI SA Distribution Deals,9,43,64376,Grèce
183,spotify:track:0FDzzruyVECATHXKHFs9eJ,Coldplay,A Sky Full of Stars,Parlophone UK,183,1,64128,Grèce
184,spotify:track:7IokpTW54OgzPu6Q3fkVHn,TOQUEL RACK ObieDaz,Aftoktonia,Minos - EMI SA Distribution Deals,1,78,63687,Grèce
185,spotify:track:1VYv1xH7yUl0b43UVR6yA9,Dani Gambino Dj The Boy,ELA PARTO,Elite Musik,8,134,63486,Grèce
186,spotify:track:5AsNGwVP7bix0nae8y95kc,Strat,210,Black Phone Entertainment,30,34,63432,Grèce
187,spotify:track:5YxvdEAIKhCAPBZNNPnTGe,Mente Fuerte Beyond,Apothimeno,OffBeat Records,10,39,63414,Grèce
188,spotify:track:57uiFyexstQyJ04VAAXa49,Anastasia,Floga,Minos - EMI SA Distribution Deals,64,6,63332,Grèce
189,spotify:track:03x0o1jOLLiGMyN0SgjtVM,Saske Gamecue,ALITHEIA,OffBeat Records,7,66,63110,Grèce
190,spotify:track:718XWLo3fyDFH5RWp5Q5nN,RICTA Night Grind City Center,Salonikios,City Center,6,54,62937,Grèce
191,spotify:track:2RI7X5IlysmDCYm5F7IFam,Nikos Oikonomopoulos,Odos Monaxias,Heaven Music,46,11,62755,Grèce
192,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,192,1,62713,Grèce
193,spotify:track:4shJX6dupMWfJVUcCYm0Zq,Savv RICTA,Montpellier,City Center,42,5,62340,Grèce
194,spotify:track:3BEciTHKrT0WUZuov9Yjod,TOQUEL Sin Laurent Beyond,Moneydance,Minos - EMI SA Distribution Deals,7,60,62214,Grèce
195,spotify:track:60zQyrq9mbhlE4YxTkudjO,Ellize Kidd,Lamborghini Weiss,OffBeat Records,6,24,62094,Grèce
196,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Summertime Sadness,Polydor Records,142,14,62051,Grèce
197,spotify:track:4XtCM0qWk51wpqwaOTrSmc,Hawk Tsaki Baghdad,GINA,Above The Hood,10,61,61883,Grèce
198,spotify:track:5tQrjxSC13DsAxFQ6aMUhV,RACK Oge,Kathikon,Barcode Entertainment,2,96,61789,Grèce
199,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,38,30,61542,Grèce
200,spotify:track:19gdZ8yp64aCk8Y7wVmSkN,Feisty,Top Gynaika,Minos - EMI SA Distribution Deals,19,20,61510,Grèce
1,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,WEA Latina,1,5,325538,Le salvador
2,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,Grupo Frontera Bad Bunny,un x100to,Rimas Entertainment LLC.,1,15,219229,Le salvador
3,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,Feid Young Miko,CLASSY 101,UMLE - Latino,3,17,171741,Le salvador
4,spotify:track:7x9aauaA9cu6tyfpHnqDLo,Jung Kook Latto,Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,3,2,170730,Le salvador
5,spotify:track:2UW7JaomAMuX9pZrjVpHAU,Yng Lvcas Peso Pluma,La Bebe - Remix,WM Mexico,2,19,162090,Le salvador
6,spotify:track:7ro0hRteUMfnOioTFI5TG1,Bad Bunny,WHERE SHE GOES,Rimas Entertainment LLC,3,10,149842,Le salvador
7,spotify:track:3upTB6o5YgeALHgDp3mzte,Grupo Firme Gerardo Coronel,Qué Onda Perdida,Music VIP Entertainment Inc,7,16,139424,Le salvador
